barrels08,barrelsA08,charge120,charge240,city08,city08U,cityA08,cityA08U,cityCD,cityE,cityUF,co2,co2A,co2TailpipeAGpm,co2TailpipeGpm,comb08,comb08U,combA08,combA08U,combE,combinedCD,combinedUF,cylinders,displ,drive,engId,eng_dscr,feScore,fuelCost08,fuelCostA08,fuelType,fuelType1,ghgScore,ghgScoreA,highway08,highway08U,highwayA08,highwayA08U,highwayCD,highwayE,highwayUF,hlv,hpv,id,lv2,lv4,make,model,mpgData,phevBlended,pv2,pv4,range,rangeCity,rangeCityA,rangeHwy,rangeHwyA,trany,UCity,UCityA,UHighway,UHighwayA,VClass,year,youSaveSpend,guzzler,trans_dscr,tCharger,sCharger,atvType,fuelType2,rangeA,evMotor,mfrCode
12.657024,0.0,0.0,0.0,23,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,341.8076923076923,26,0.0,0,0.0,0.0,0.0,0.0,4,1.8,Front-Wheel Drive,57006,(FFS),-1,2100,0,Regular,Regular Gasoline,-1,-1,30,0.0,0,0.0,0.0,0.0,0.0,0,0,10006,0,13,Toyota,Corolla,Y,false,0,89,0,0.0,0.0,0.0,0.0,Manual 5-spd,30.0,0.0,42.3077,0.0,Compact Cars,1993,1500,,,,,,,,,
15.689436,0.0,0.0,0.0,18,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,423.1904761904762,21,0.0,0,0.0,0.0,0.0,0.0,4,2.0,Front-Wheel Drive,59007,(FFS),-1,2600,0,Regular,Regular Gasoline,-1,-1,26,0.0,0,0.0,0.0,0.0,0.0,17,88,10007,0,0,Volkswagen,Golf III / GTI,N,false,0,0,0,0.0,0.0,0.0,0.0,Automatic 4-spd,23.0,0.0,36.0,0.0,Compact Cars,1993,-1000,,2MODE CLKUP,,,,,,,
13.73375,0.0,0.0,0.0,21,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,370.2916666666667,24,0.0,0,0.0,0.0,0.0,0.0,4,2.0,Front-Wheel Drive,59007,(FFS),-1,2300,0,Regular,Regular Gasoline,-1,-1,29,0.0,0,0.0,0.0,0.0,0.0,17,88,10008,0,0,Volkswagen,Golf III / GTI,Y,false,0,0,0,0.0,0.0,0.0,0.0,Manual 5-spd,27.0,0.0,41.0,0.0,Compact Cars,1993,500,,,,,,,,,
15.689436,0.0,0.0,0.0,18,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,423.1904761904762,21,0.0,0,0.0,0.0,0.0,0.0,4,2.0,Front-Wheel Drive,59007,(FFS),-1,2600,0,Regular,Regular Gasoline,-1,-1,26,0.0,0,0.0,0.0,0.0,0.0,0,0,10009,0,15,Volkswagen,Jetta III,N,false,0,88,0,0.0,0.0,0.0,0.0,Automatic 4-spd,23.0,0.0,36.0,0.0,Compact Cars,1993,-1000,,2MODE CLKUP,,,,,,,
25.336022,0.0,0.0,0.0,12,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,683.6153846153846,13,0.0,0,0.0,0.0,0.0,0.0,8,5.2,Rear-Wheel Drive,2850,,-1,4250,0,Regular,Regular Gasoline,-1,-1,15,0.0,0,0.0,0.0,0.0,0.0,0,0,1001,0,0,Dodge,B150/B250 Wagon 2WD,N,false,0,0,0,0.0,0.0,0.0,0.0,Automatic 3-spd,14.4444,0.0,21.0,0.0,Vans,1985,-9250,,,,,,,,,
14.327048,0.0,0.0,0.0,20,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,386.39130434782606,23,0.0,0,0.0,0.0,0.0,0.0,4,2.0,Front-Wheel Drive,59007,(FFS),-1,2400,0,Regular,Regular Gasoline,-1,-1,28,0.0,0,0.0,0.0,0.0,0.0,0,0,10010,0,15,Volkswagen,Jetta III,N,false,0,88,0,0.0,0.0,0.0,0.0,Manual 5-spd,25.0,0.0,39.0,0.0,Compact Cars,1993,0,,,,,,,,,
16.4805,0.0,0.0,0.0,18,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,444.35,20,0.0,0,0.0,0.0,0.0,0.0,4,2.3,Rear-Wheel Drive,60030,(FFS),-1,2750,0,Regular,Regular Gasoline,-1,-1,23,0.0,0,0.0,0.0,0.0,0.0,0,0,10011,0,14,Volvo,240,N,false,0,90,0,0.0,0.0,0.0,0.0,Automatic 4-spd,22.0,0.0,32.0513,0.0,Compact Cars,1993,-1750,,,,,,,,,
15.689436,0.0,0.0,0.0,19,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,423.1904761904762,21,0.0,0,0.0,0.0,0.0,0.0,4,2.3,Rear-Wheel Drive,60030,(FFS),-1,2600,0,Regular,Regular Gasoline,-1,-1,26,0.0,0,0.0,0.0,0.0,0.0,0,0,10012,0,14,Volvo,240,Y,false,0,90,0,0.0,0.0,0.0,0.0,Manual 5-spd,23.3333,0.0,36.0,0.0,Compact Cars,1993,-1000,,SIL,,,,,,,
17.337486000000002,0.0,0.0,0.0,17,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,467.7368421052632,19,0.0,0,0.0,0.0,0.0,0.0,6,2.8,Front-Wheel Drive,64012,(FFS),-1,3150,0,Premium,Premium Gasoline,-1,-1,22,0.0,0,0.0,0.0,0.0,0.0,0,0,10013,0,17,Audi,100,Y,false,0,96,0,0.0,0.0,0.0,0.0,Automatic 4-spd,21.0,0.0,31.0,0.0,Midsize Cars,1993,-3750,,CLKUP,,,,,,,
17.337486000000002,0.0,0.0,0.0,17,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,467.7368421052632,19,0.0,0,0.0,0.0,0.0,0.0,6,2.8,Front-Wheel Drive,64012,(FFS),-1,3150,0,Premium,Premium Gasoline,-1,-1,24,0.0,0,0.0,0.0,0.0,0.0,0,0,10014,0,17,Audi,100,N,false,0,96,0,0.0,0.0,0.0,0.0,Manual 5-spd,21.0,0.0,33.3333,0.0,Midsize Cars,1993,-3750,,,,,,,,,
20.589638,0.0,0.0,0.0,14,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,555.4375,16,0.0,0,0.0,0.0,0.0,0.0,8,4.0,Rear-Wheel Drive,12071,(GUZZLER)  (FFS),-1,3750,0,Premium,Premium Gasoline,-1,-1,20,0.0,0,0.0,0.0,0.0,0.0,0,0,10015,0,13,BMW,740i,N,false,0,101,0,0.0,0.0,0.0,0.0,Automatic 5-spd,17.7778,0.0,28.0,0.0,Midsize Cars,1993,-6750,T,,,,,,,,
20.589638,0.0,0.0,0.0,14,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,555.4375,16,0.0,0,0.0,0.0,0.0,0.0,8,4.0,Rear-Wheel Drive,12071,(GUZZLER)  (FFS),-1,3750,0,Premium,Premium Gasoline,-1,-1,20,0.0,0,0.0,0.0,0.0,0.0,0,0,10016,0,13,BMW,740il,Y,false,0,105,0,0.0,0.0,0.0,0.0,Automatic 5-spd,17.0,0.0,28.0,0.0,Midsize Cars,1993,-6750,T,,,,,,,,
25.336022,0.0,0.0,0.0,11,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,683.6153846153846,13,0.0,0,0.0,0.0,0.0,0.0,12,5.0,Rear-Wheel Drive,12080,(GUZZLER)  (FFS),-1,4250,0,Regular,Regular Gasoline,-1,-1,17,0.0,0,0.0,0.0,0.0,0.0,0,0,10017,0,13,BMW,750il,N,false,0,105,0,0.0,0.0,0.0,0.0,Automatic 4-spd,13.3333,0.0,23.0,0.0,Midsize Cars,1993,-9250,T,2MODE,,,,,,,
14.327048,0.0,0.0,0.0,21,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,386.39130434782606,23,0.0,0,0.0,0.0,0.0,0.0,4,2.2,Front-Wheel Drive,4112,(FFS),-1,2400,0,Regular,Regular Gasoline,-1,-1,28,0.0,0,0.0,0.0,0.0,0.0,0,0,10018,16,16,Buick,Century,N,false,98,97,0,0.0,0.0,0.0,0.0,Automatic 3-spd,26.0,0.0,39.7436,0.0,Midsize Cars,1993,0,,CLKUP,,,,,,,
17.337486000000002,0.0,0.0,0.0,17,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,467.7368421052632,19,0.0,0,0.0,0.0,0.0,0.0,6,3.3,Front-Wheel Drive,4410,(FFS),-1,2900,0,Regular,Regular Gasoline,-1,-1,24,0.0,0,0.0,0.0,0.0,0.0,0,0,10019,16,16,Buick,Century,Y,false,98,97,0,0.0,0.0,0.0,0.0,Automatic 3-spd,21.1111,0.0,33.0,0.0,Midsize Cars,1993,-2500,,CLKUP,,,,,,,
25.336022,0.0,0.0,0.0,11,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,683.6153846153846,13,0.0,0,0.0,0.0,0.0,0.0,8,5.2,Rear-Wheel Drive,2850,,-1,4250,0,Regular,Regular Gasoline,-1,-1,17,0.0,0,0.0,0.0,0.0,0.0,0,0,1002,0,0,Dodge,B150/B250 Wagon 2WD,N,false,0,0,0,0.0,0.0,0.0,0.0,Manual 4-spd,14.0,0.0,23.0,0.0,Vans,1985,-9250,,,,,,,,,
15.689436,0.0,0.0,0.0,18,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,423.1904761904762,21,0.0,0,0.0,0.0,0.0,0.0,6,3.3,Front-Wheel Drive,4410,(FFS),-1,2600,0,Regular,Regular Gasoline,-1,-1,26,0.0,0,0.0,0.0,0.0,0.0,0,0,10020,16,16,Buick,Century,N,false,98,97,0,0.0,0.0,0.0,0.0,Automatic 4-spd,22.0,0.0,37.0,0.0,Midsize Cars,1993,-1000,,CLKUP,,,,,,,
16.4805,0.0,0.0,0.0,17,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,444.35,20,0.0,0,0.0,0.0,0.0,0.0,6,3.1,Front-Wheel Drive,4117,(FFS),-1,2750,0,Regular,Regular Gasoline,-1,-1,25,0.0,0,0.0,0.0,0.0,0.0,0,0,10021,16,16,Buick,Regal,N,false,95,100,0,0.0,0.0,0.0,0.0,Automatic 3-spd,21.0,0.0,35.0,0.0,Midsize Cars,1993,-1750,,CLKUP,,,,,,,
16.4805,0.0,0.0,0.0,17,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,444.35,20,0.0,0,0.0,0.0,0.0,0.0,6,3.1,Front-Wheel Drive,4118,(FFS),-1,2750,0,Regular,Regular Gasoline,-1,-1,27,0.0,0,0.0,0.0,0.0,0.0,0,0,10022,16,16,Buick,Regal,N,false,95,100,0,0.0,0.0,0.0,0.0,Automatic 4-spd,21.0,0.0,38.0,0.0,Midsize Cars,1993,-1750,,CLKUP,,,,,,,
16.4805,0.0,0.0,0.0,17,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,444.35,20,0.0,0,0.0,0.0,0.0,0.0,6,3.8,Front-Wheel Drive,4400,(FFS),-1,2750,0,Regular,Regular Gasoline,-1,-1,26,0.0,0,0.0,0.0,0.0,0.0,0,0,10023,16,16,Buick,Regal,Y,false,95,100,0,0.0,0.0,0.0,0.0,Automatic 4-spd,21.0,0.0,36.0,0.0,Midsize Cars,1993,-1750,,CLKUP,,,,,,,
16.4805,0.0,0.0,0.0,17,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,444.35,20,0.0,0,0.0,0.0,0.0,0.0,6,3.8,Front-Wheel Drive,4400,(FFS),-1,2750,0,Regular,Regular Gasoline,-1,-1,25,0.0,0,0.0,0.0,0.0,0.0,0,0,10024,14,0,Buick,Riviera,N,false,99,0,0,0.0,0.0,0.0,0.0,Automatic 4-spd,21.0,0.0,35.0,0.0,Midsize Cars,1993,-1750,,CLKUP,,,,,,,
18.304342000000002,0.0,0.0,0.0,15,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,493.72222222222223,18,0.0,0,0.0,0.0,0.0,0.0,8,4.6,Front-Wheel Drive,4620,(FFS),-1,3350,0,Premium,Premium Gasoline,-1,-1,23,0.0,0,0.0,0.0,0.0,0.0,0,0,10025,15,0,Cadillac,Eldorado,N,false,100,0,0,0.0,0.0,0.0,0.0,Automatic 4-spd,18.0,0.0,32.0,0.0,Midsize Cars,1993,-4750,,CLKUP,,,,,,,
19.381068,0.0,0.0,0.0,15,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,522.7647058823529,17,0.0,0,0.0,0.0,0.0,0.0,8,4.9,Front-Wheel Drive,4640,(FFS),-1,3550,0,Premium,Premium Gasoline,-1,-1,23,0.0,0,0.0,0.0,0.0,0.0,0,0,10026,15,0,Cadillac,Eldorado,Y,false,100,0,0,0.0,0.0,0.0,0.0,Automatic 4-spd,18.0,0.0,32.0,0.0,Midsize Cars,1993,-5750,,CLKUP,,,,,,,
18.304342000000002,0.0,0.0,0.0,15,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,493.72222222222223,18,0.0,0,0.0,0.0,0.0,0.0,8,4.6,Front-Wheel Drive,4620,(FFS),-1,3350,0,Premium,Premium Gasoline,-1,-1,23,0.0,0,0.0,0.0,0.0,0.0,0,0,10027,0,14,Cadillac,Seville,Y,false,0,106,0,0.0,0.0,0.0,0.0,Automatic 4-spd,18.0,0.0,32.0,0.0,Midsize Cars,1993,-4750,,CLKUP,,,,,,,
19.381068,0.0,0.0,0.0,15,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,522.7647058823529,17,0.0,0,0.0,0.0,0.0,0.0,8,4.9,Front-Wheel Drive,4640,(FFS),-1,3550,0,Premium,Premium Gasoline,-1,-1,23,0.0,0,0.0,0.0,0.0,0.0,0,0,10028,0,14,Cadillac,Seville,N,false,0,106,0,0.0,0.0,0.0,0.0,Automatic 4-spd,18.0,0.0,32.0,0.0,Midsize Cars,1993,-5750,,CLKUP,,,,,,,
15.689436,0.0,0.0,0.0,18,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,423.1904761904762,21,0.0,0,0.0,0.0,0.0,0.0,4,2.2,Front-Wheel Drive,4122,(FFS),-1,2600,0,Regular,Regular Gasoline,-1,-1,26,0.0,0,0.0,0.0,0.0,0.0,0,0,10029,15,16,Chevrolet,Lumina,N,false,95,100,0,0.0,0.0,0.0,0.0,Automatic 3-spd,23.0,0.0,37.0,0.0,Midsize Cars,1993,-1000,,CLKUP,,,,,,,
25.336022,0.0,0.0,0.0,11,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,683.6153846153846,13,0.0,0,0.0,0.0,0.0,0.0,8,5.2,Rear-Wheel Drive,2859,(FFS),-1,4250,0,Regular,Regular Gasoline,-1,-1,17,0.0,0,0.0,0.0,0.0,0.0,0,0,1003,0,0,Dodge,B150/B250 Wagon 2WD,N,false,0,0,0,0.0,0.0,0.0,0.0,Manual 4-spd,13.0,0.0,23.0769,0.0,Vans,1985,-9250,,,,,,,,,
16.4805,0.0,0.0,0.0,17,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,444.35,20,0.0,0,0.0,0.0,0.0,0.0,6,3.1,Front-Wheel Drive,4117,(FFS),-1,2750,0,Regular,Regular Gasoline,-1,-1,25,0.0,0,0.0,0.0,0.0,0.0,0,0,10030,15,16,Chevrolet,Lumina,Y,false,95,100,0,0.0,0.0,0.0,0.0,Automatic 3-spd,21.0,0.0,35.0,0.0,Midsize Cars,1993,-1750,,CLKUP,,,,,,,
16.4805,0.0,0.0,0.0,17,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,444.35,20,0.0,0,0.0,0.0,0.0,0.0,6,3.1,Front-Wheel Drive,4118,(FFS),-1,2750,0,Regular,Regular Gasoline,-1,-1,27,0.0,0,0.0,0.0,0.0,0.0,0,0,10031,15,16,Chevrolet,Lumina,Y,false,95,100,0,0.0,0.0,0.0,0.0,Automatic 4-spd,21.0,0.0,38.0,0.0,Midsize Cars,1993,-1750,,CLKUP,,,,,,,
18.304342000000002,0.0,0.0,0.0,15,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,493.72222222222223,18,0.0,0,0.0,0.0,0.0,0.0,6,3.4,Front-Wheel Drive,4120,(FFS),-1,3050,0,Regular,Regular Gasoline,-1,-1,24,0.0,0,0.0,0.0,0.0,0.0,0,0,10032,15,16,Chevrolet,Lumina,N,false,95,100,0,0.0,0.0,0.0,0.0,Automatic 4-spd,19.0,0.0,33.0,0.0,Midsize Cars,1993,-3250,,CLKUP,,,,,,,
18.304342000000002,0.0,0.0,0.0,15,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,493.72222222222223,18,0.0,0,0.0,0.0,0.0,0.0,6,3.4,Front-Wheel Drive,4119,(FFS),-1,3050,0,Regular,Regular Gasoline,-1,-1,24,0.0,0,0.0,0.0,0.0,0.0,0,0,10033,15,16,Chevrolet,Lumina,N,false,95,100,0,0.0,0.0,0.0,0.0,Manual 5-spd,18.8889,0.0,34.0,0.0,Midsize Cars,1993,-3250,,SIL,,,,,,,
16.4805,0.0,0.0,0.0,18,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,444.35,20,0.0,0,0.0,0.0,0.0,0.0,6,3.3,Front-Wheel Drive,2611,(FFS),-1,2750,0,Regular,Regular Gasoline,-1,-1,24,0.0,0,0.0,0.0,0.0,0.0,0,0,10034,0,16,Chrysler,New Yorker,N,false,0,100,0,0.0,0.0,0.0,0.0,Automatic 4-spd,22.0,0.0,33.3333,0.0,Midsize Cars,1993,-1750,,CLKUP,,,,,,,
21.974,0.0,0.0,0.0,13,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,592.4666666666667,15,0.0,0,0.0,0.0,0.0,0.0,6,3.0,Front-Wheel Drive,16923,(GUZZLER)  (FFS),-1,4000,0,Premium,Premium Gasoline,-1,-1,19,0.0,0,0.0,0.0,0.0,0.0,16,97,10035,0,0,CX Automotive,XM v6,N,false,0,0,0,0.0,0.0,0.0,0.0,Manual 5-spd,16.0,0.0,26.0,0.0,Midsize Cars,1993,-8000,T,,,,,,,,
21.974,0.0,0.0,0.0,13,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,592.4666666666667,15,0.0,0,0.0,0.0,0.0,0.0,6,3.0,Front-Wheel Drive,16923,(GUZZLER)  (FFS),-1,4000,0,Premium,Premium Gasoline,-1,-1,19,0.0,0,0.0,0.0,0.0,0.0,16,97,10036,0,0,CX Automotive,XM v6a,N,false,0,0,0,0.0,0.0,0.0,0.0,Automatic 4-spd,16.0,0.0,26.0,0.0,Midsize Cars,1993,-8000,T,,,,,,,,
17.337486000000002,0.0,0.0,0.0,17,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,467.7368421052632,19,0.0,0,0.0,0.0,0.0,0.0,6,3.0,Front-Wheel Drive,38032,(FFS) DOHC,-1,3150,0,Premium,Premium Gasoline,-1,-1,23,0.0,0,0.0,0.0,0.0,0.0,0,0,10037,0,14,Nissan,Maxima,N,false,0,96,0,0.0,0.0,0.0,0.0,Automatic 4-spd,21.0,0.0,32.0,0.0,Midsize Cars,1993,-3750,,3MODE CLKUP,,,,,,,
17.337486000000002,0.0,0.0,0.0,17,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,467.7368421052632,19,0.0,0,0.0,0.0,0.0,0.0,6,3.0,Front-Wheel Drive,38033,(FFS) SOHC,-1,3150,0,Premium,Premium Gasoline,-1,-1,24,0.0,0,0.0,0.0,0.0,0.0,0,0,10038,0,14,Nissan,Maxima,N,false,0,96,0,0.0,0.0,0.0,0.0,Automatic 4-spd,21.0,0.0,33.0,0.0,Midsize Cars,1993,-3750,,3MODE CLKUP,,,,,,,
16.4805,0.0,0.0,0.0,18,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,444.35,20,0.0,0,0.0,0.0,0.0,0.0,6,3.0,Front-Wheel Drive,38032,(FFS) DOHC,-1,3000,0,Premium,Premium Gasoline,-1,-1,24,0.0,0,0.0,0.0,0.0,0.0,0,0,10039,0,14,Nissan,Maxima,Y,false,0,96,0,0.0,0.0,0.0,0.0,Manual 5-spd,23.0,0.0,33.0,0.0,Midsize Cars,1993,-3000,,,,,,,,,
32.961,0.0,0.0,0.0,9,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,888.7,10,0.0,0,0.0,0.0,0.0,0.0,8,5.9,Rear-Wheel Drive,2890,,-1,5500,0,Regular,Regular Gasoline,-1,-1,11,0.0,0,0.0,0.0,0.0,0.0,0,0,1004,0,0,Dodge,B150/B250 Wagon 2WD,N,false,0,0,0,0.0,0.0,0.0,0.0,Automatic 3-spd,11.0,0.0,15.0,0.0,Vans,1985,-15500,,,,,,,,,
15.689436,0.0,0.0,0.0,18,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,423.1904761904762,21,0.0,0,0.0,0.0,0.0,0.0,4,2.5,Front-Wheel Drive,2420,(FFS),-1,2600,0,Regular,Regular Gasoline,-1,-1,24,0.0,0,0.0,0.0,0.0,0.0,0,0,10040,0,16,Dodge,Dynasty,N,false,0,99,0,0.0,0.0,0.0,0.0,Automatic 3-spd,23.0,0.0,34.0,0.0,Midsize Cars,1993,-1000,,CLKUP,,,,,,,
15.689436,0.0,0.0,0.0,18,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,423.1904761904762,21,0.0,0,0.0,0.0,0.0,0.0,6,3.0,Front-Wheel Drive,2510,(FFS),-1,2600,0,Regular,Regular Gasoline,-1,-1,26,0.0,0,0.0,0.0,0.0,0.0,0,0,10041,0,16,Dodge,Dynasty,Y,false,0,99,0,0.0,0.0,0.0,0.0,Automatic 4-spd,23.0,0.0,36.0,0.0,Midsize Cars,1993,-1000,,CLKUP,,,,,,,
